,textID,selected_text
3622,48b76ce5f4,has the day open until 4. don ` t know what to do. everyone is leaving today
3623,acabffff69,cute
3624,b1f68dc810,been to beach + nanny ` s just got back - roast iater and then pudding
3625,4ccd06517b,"_ 333 yeah. i couldn ` t call my dad, mom, or brother either. mom = on the phone. dad = phone card expired. brother = at work."
3626,de544dfa17,"we all have our moments of intense genius... and power... and well, at times, sheer insanity i need a sanity check!"
3627,cc4b78e4ef,i miss you & double date in a couple
3628,d113abcd2d,","
3629,5a7611b390,i think june gloom has arrived
3630,ee880e81a8,i will have to agree w / u
3631,556d888c21,sorry you wouldn ` t believe how much feedback we got on that menu bar icon. the next version will be a lot more subtle
3632,1cfd961d30,officially has pink eye.
3633,2dbcb1fb0c,you are welcome ` s book is a good reminder as to why we escaped the cube
3634,bcaad4a070,you ` re welcome.
3635,1c33228326,happy star wars day - may the 4th be with you!
3636,894c9ada33,i haven ` t talked to you since the last day of school! that ` s no right.
3637,230ffd1688,happy * * * * * *
3638,e8f3d2cc47,links are fab. thanks
3639,662075da2a,enjoy.
3640,ff6f7cbaeb,ug. full of cold and in a dark pub. want to go outside
3641,15575a8277,"david mitchell ` s presenting ` have i got news for you ` tonight < 3 i love him! i think he ` s ace < 3 on another note, * * * * this headache"
3642,ce1ac5a388,happy
3643,44a38ebc2c,feeling better. drugs are awesome! sad waste of a 3 day weekend!
3644,f7c8d62748,ha good morning! may the fourth be with you too
3645,8ab2395783,idiot..
3646,388c6acb71,second best
3647,72e6cca7f7,"playing guitar hero, waiting for abby to text me after prom"
3648,5aae399456,ok just between u and me and all of our followers on twitter what do u really think of? lol
3649,c1904e8dbd,i ` ll feel so stupid if it ` s not.
3650,18473e6864,im almost to 300 updates. 200 more to goo
3651,5e36bda7f8,we ` ll write a song that turns out the lights < 3
3652,849f7d5091,when i tried to go to her ` s i got this message'that page doesn ` t exist! '
3653,dbd9d243f6,i dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though
3654,c9359dece4,press ` ctrl ` on bottom right. the underscore for e71 is there. ky
3655,2e0755cfe3,i ` m really tired
3656,4c8db3926d,love
3657,80ff73ec4b,im at work!
3658,6dc4931eba,"neighborhood research today, day 1 of 5.... and a little bit of shopping"
3659,6a2322cc3d,stuck
3660,a5f237b5f3,oh why do i keep stumbling about deathfic without warnings. don't want
3661,c76a3f4110,why?
3662,919fba19dc,mother ` s day is this sunday.... don ` t forget to send her something special
3663,e7cd93eb01,awww! we can do that and then go to chick fila
3664,75929f0ab9,why r y depressed? i mite b moving earlyer than i thot
3665,264518e88d,time to learn another language?
3666,d5c88250c8,don ` t they have the most wonderful designs ever?
3667,e44bb4a3dc,head in the clouds
3668,53dc40c5ef,good
3669,09673894b0,http : / / twitpic. com / 4wk9i - i should really try a different pose some time.
3670,36532d8f18,let the real fun begin
3671,2d142ad4af,_ beachmex can ` t dm you since you don ` t follow me.
3672,e179643353,finally got to see you
3673,26fc177a05,a great fans here!
3674,5bb732ca71,hear full album preview during todays webcast! # jonasnewsongs no wayyy i couldn ` t ` tune in `
3675,0e47e9bdf3,goodbye * * * * in the city let me hurry and give mi cuz that paper work!!! have 2 have summer in bk!!!
3676,24025159ff,my paycheck was nothing but a piece of paper.
3677,4d34639c6e,rained was poor strategy.
3678,7b686593dd,: just the dinner
3679,b85714a9c5,sounds nice
3680,31ac5826e1,i missed something! still sick
3681,cd5989172a,sounds painful sorry you got hurt.
3682,50bb920617,sorry
3683,9520eba0f0,you will never be the same...
3684,a089b92224,i ` m not having a good day... can u cheer
3685,5e4ac93bda,thank you all once more for all your lovely birthday messages
3686,c2173919e4,much better to me
3687,3671f267dc,i wanna go.
3688,73afa73ea8,such a lovely
3689,af1d34a358,a salute to chapel hill north carolina. from sy *
3690,ba509b56a3,the movie on the plane is mall cop - ( but i saw it with the nephews already
3691,6af967f653,my dad worked for sw when i graduated hs. worked at hou 21 years. he retired 3 years before i joined the company.
3692,2a5f644596,wish
3693,f5f6b56d9e,* * * * broke
3694,b8e071a7f2,the there ` s confuse me
3695,b27f4185d6,i miss my husband
3696,3d02a62350,", sweet dreams!"
3697,632c62fdb2,honi might be cute to do a little picture book called'the little book of boring '
3698,3c3312a449,happy mothers day
3699,2a866d5e24,i hate crowds
3700,0383cacfae,"has got the slow cooker going, now just to get ready for work"
3701,72b47d49df,i sing everytime
3702,5c90e36aec,i love
3703,c320d95426,"aw! i ` m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my old username! i ` m gonna start all over"
3704,8e6c5112a3,too much sulking over being single going on tonight on tumblr - gru3some : i am here to save the day. http : / / tumblr. com / xd51qx88b
3705,ee83d64117,yea running on 3 hours. lets do this test
3706,1297476ee5,good
3707,53a35590bb,just read it too. i meant the toys though.
3708,28109530b2,it would be funny though.
3709,0238d4109b,sorry my
3710,9e7b2503b9,sad!
3711,cb3268ba79,worried about mr. socks
3712,7a4fc188de,monday morning lots to go out.. just waiting for a mate to add a style to my table and im set
3713,bfbdf9aad0,thanks 4 driving me home
3714,e2f74fa54c,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
3715,f2a050587e,have fun!
3716,16466ee641,oh man i would but i ` m fresh out
3717,003e68d96d,"cool beans, yeah man - no prob"
3718,1fd542d088,is going to buy a wacom today... goood times
3719,4aec85b115,it ` s driving you insane? really? it ` s sterling knight playing chad dylan cooper on sonny with a chance
3720,f76553fa0b,i want a hug!
3721,c5311db5ad,is making me hot chocolate with almond milk. mother day festivities is starting early!
3722,0c0d8f8839,happy mother ` s day
3723,c1fd01f4a8,broke
3724,5187b0c54e,sorry `
3725,babcff0fb2,spirits
3726,29afbab19c,happy mothers day!
3727,04bcfe8493,rock!
3728,56856f4254,scared
3729,bb9c4a0aa5,sorry
3730,1a1bbddc5d,is it ok to send iflowers to your mom for mother ` s day trough this iphone app? http : / / tr. im / kwnx
3731,11df97d036,do you remember them all.... don't take that as a challenge to!
3732,ca97e2edc5,short stack need to add some more short stack tv
3733,f0d97a3652,dude there is no sun here.
3734,3661ef2811,didn ` t make it out to shop....... there is always tomorrow.
3735,e710d77c89,i don ` t know. what does it take to butter you up? actual butter? xoxo
3736,65da7a4cc4,"starting a new diet today. i don ` t want to get fat. besides, its almost bathing suit season! * lol"
3737,c23f5f977a,i am down i need my snuggles but he is at work and he don ` t like to snuggle ironic huh...
3738,72b06ea9e2,still bad tho!
3739,20c2ecb64f,had a nice
3740,0f0ce4a8fb,i ` m so pumped for the day!
3741,8fb14ce5ef,doing accounts revision. boo
3742,bd140dbc4e,love
3743,58e5e5f159,awesome
3744,87e72c177a,* * * *
3745,1848ee74fe,- - yeahhh u wasnt thereeeeeeeeeee
3746,03ecaa53db,haahaha omg.. dude i read that and almost choked.. haha thanks
3747,b91963e312,just harder on me.
3748,73714f7a1a,aww i hope it does fly by because jt episodes are usually really good ( and it ` s early but so far this ep hassn ` t disappointed )
3749,a685444552,glad
3750,5aa141201e,i ` ll say even i don ` t do dominos anymore - i prefer pizza hut ` s crunchy fresh veggie pizzas
3751,8cddd58701,be cool
3752,2cf3a91b48,ugh i hate
3753,0047d39e8b,un mesaj de eroare : forbiddenyou don ` t have permission to access / photo / 3180758. jpg on this server. am ghicit?
3754,17e119548f,problems that cant be a good sign.
3755,f336c52798,"what a loser,"
3756,f079511098,##b baby boy at 2. 8 kilo very proud and happy
3757,318a0357db,heart
3758,2694983882,* *.
3759,7a16f5e0d0,cool
3760,c520623bcb,haha! sometimes mobiles makes us slaves... but it has its own advantages too!
3761,2293cf92cb,exciting! i slept on a full stomach again it ` s the worst feeling waking up and still feeling full euggh
3762,e9c80bc8be,good
3763,4796a0be50,high yay!
3764,1816dab1c5,watching short stack tv
3765,20290b6985,that ` s gorgeous.
3766,22b844b503,sticky
3767,435558d3b8,now to go home and cry
3768,9902a712a7,can ` t believe this * * * *!
3769,0d5675cb85,missy higgins kate voegele grace potter and the nocturnals
3770,1920720fdf,wrong!
3771,5cc40deb77,hope he doesn ` ` t get in trouble
3772,a6dc534ff0,i like
3773,89d4f25694,not convinced
3774,f5ef86a903,i want to play parachute games.
3775,9f0669b2ff,awesome!! good
3776,c6bf7c5635,no im not cries lol
3777,2a77f2b5ba,a long day with the family. i ` m so tired now. had fun!
3778,b582e3a8ea,greastest
3779,580b5a19f4,devastated
3780,035a6d9aa8,i hate it
3781,5f0dbd9ca3,so physical therapy
3782,878503ccde,i ` s glad you had
3783,a002383b5b,# followfriday in honor of my web buddies who moved.
3784,a16c482d83,that comment was just to.. well you know... to not reply to it.
3785,fd0493acff,i miss jack n box and whataburger and oooo taco cabanaaaaaa lmao
3786,4d0e0ed8ac,funtime was not a lot of fun!! but finally done with it
3787,a8d1027c8c,"awesomeness. unnecessary brief underwear scene ( pun intended ) but besides that, just awesome"
3788,5e13a993c5,lol read me like a book
3789,e65268ad17,_ 76 haha. weird?!? no sunshine for us
3790,d0a76fe9fd,"lol yeah haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming d : haha"
3791,831e0978b3,computer remains dead
3792,8a533f0857,are you feeling better? sorry you ` re feeling under!
3793,4627ff9406,there ` s not many things better
3794,19c2a280f9,happy star
3795,4d1d3dd893,aww homesick i feel you! im homesick
3796,b32dc83d64,good
3797,724eb69f24,i ` ve had to do laundry for the last two days
3798,93e40968e6,lonely.
3799,1e46a09055,cute
3800,3b0233bc9a,love
3801,044d652e38,fun night
3802,4c62eea962,no one wants a # virtualkiss
3803,8cabb0ce39,"yay,"
3804,3bf1999f2f,awful
3805,9fe28061a7,i feel sooo bad for them
3806,0ba8d6cdb3,actually was planning on working @ w12th but alas meetings kaiboshed that plan
3807,b949547ec7,"lunch, yes. a date, nope."
3808,6cea489b30,omg! i know! i give myself a stroke everytime i go getting mad at them. ( quietly with the windows rolled up. )
3809,2b88988152,so how are you doing this morning?
3810,2af5610991,sweet
3811,dcea42f1c3,i hate it.
3812,ca047873ea,have to return my sideways. * * * * meds and bills.
3813,ba4c211b94,"loves you,"
3814,b955aca87c,heading into glasgow for a rehearsal for my upcoming show
3815,9f6f40324c,true but if i don ` t put a case on it i ` ll break it in a week. don ` t worry ill find a way to make it work.
3816,ecfa6fb0f3,aaaaaahhhhhhhh!!!!! soooooooo sweeeeeeet!!!!!! i miss that age..... soooo much!
3817,be007a874c,the idiom?? doesn ` t ring a bell eh? hahaha. y ` are really thinking of food?! nope. actually in the bathroom. teehee
3818,86db8cc373,i am so hungry!
3819,25bb6325fd,leaving nola today counting down the seconds ` til i start crying. love this place so much.
3820,db122f85bd,stoped broadcasting on blogtv coz they all left and was on my own and one one came any way xd
3821,eb6391f98d,those aren ` t even the old dolls... they are the new ones that look like sailor moon!
3822,6dc71e1867,haha what ` s up matt?
3823,0b94135524,ever seen the tv show dead like me? i died and became a grim reaper. taking people ` s souls after accidents
3824,8bddc66769,m bored
3825,fdf1b79e65,it ` s going to rain wtf
3826,d091dd19f7,"ill call you on my home phone to your home phone after dinner tho! coz im almost ready to eat, is that ok? * * * *"
3827,1a862634b2,its chilly n lonley n this livingroom
3828,78f7aed777,i seriously need to live somewhere fabulously queer. i miss being around * * * * people
3829,4cbb260f3f,i got a coach purse
3830,dd6b7946a9,"# phped 5. 6 running successfuly via # wine, now to get ems running"
3831,ea80df7e79,cute
3832,bfc65afb8b,loves
3833,994944c3c1,"just arrived at, on about 150 fellows i can ` t see a girl!"
3834,cf0256169d,love of
3835,bf6c374047,headache.
3836,c370adb544,no
3837,1f65d8982f,loves
3838,134aac35ae,follow me please!
3839,93c8ab2b73,so sorry to hear
3840,39d72e4fc8,not impressed.
3841,08905243a1,why don ` t any of my friends ever miss me
3842,95005befea,pretty day
3843,c1885fae62,sorry
3844,5e7dfb5b07,##g that ` s awesome.
3845,305a3f696e,u don ` t know harajuku lovers?
3846,d667ecff01,terrible
3847,a7f0fb80a9,morning world! back to the office after longgggggggg weekend
3848,85ba9e6680,time to mow the lawn.
3849,df54875b1b,"aight, pau au ` au... heading to the blaisdell arena for the ladies of the 80 ` s concert!!! cheehee... awwrrite!!!"
3850,a275019a52,fun
3851,8ffef80a92,4x4s are the shizz
3852,b3829e3f62,shoutout to reyah my fellow philly homegirl we ` re both making the best of hard situations ( push ) pray until something happens.. much love
3853,0bc8b2e1b6,"just at home, not much going on, had a long day"
3854,edaa2912b8,video is not available to us foreigners
3855,19d2343d89,love
3856,e0178922a5,at the airport waiting
3857,9e46e59d01,"i know people say that power naps are good for you all the time, but i kinda always miss the alarm"
3858,7266841273,you are pretty man...
3859,f71d863707,bad
3860,c3940ba4f2,stupid
3861,d8aaf6be7a,excited!
3862,bded85b185,miss
3863,666309a68d,woke up at 8 : 30am.... now 10 : 30am and no clue what to do....?
3864,fddfb19ca1,hello!! following on recommendatiion of!
3865,d1d252f804,"will terminator be on next week ` s trs by chance? and i dont mean tuesday ` s release, but the next"
3866,4c31317e08,i don't feel missed.
3867,092a563502,"ha * * * * im ready. but * * * * that * * * *, i cant believe she had the balls to call me. haha wtf!"
3868,19a8720477,"gain an instant follower, just use the # * * * * tag in a tweet. wtf? lesson learned, summer of todd to get a new * official * tag."
3869,453c9e618b,love
3870,a9456542d7,happy mother ` s day
3871,1387070fe2,someone keyed my car.
3872,927df40c50,drinking cordial yes im bored
3873,f515002af1,wtf at facebook spam saying that my dad is my secret admirer
3874,96b649ae86,i need to speak with! but i left my phone at home
3875,80f12a2f56,love
3876,e5b9bbc577,i want to see my bud mel miss hur loads
3877,07d987dcb2,it didn ` t rain. lightly misted though.
3878,38d3911bc7,thanks!
3879,ef0ca5a8e1,at minibar... listening to politics maybe some tech starups soon?
3880,ef42dee96c,resting had a whole day of walking
3881,3a72349e97,roll me in your arms cuz i cant remember ever falling this hard.. - avalanche by dc
3882,595b764513,goddamnit! if we live in an age of constant communication why can ` t anyone return a
3883,733e189924,great idea!
3884,1672ec347b,happy.
3885,f8201b1ce3,"congrats to the a ` s!! ugh, we still have til the end of june"
3886,492624d1b8,* * * *
3887,545f3f0247,i don ` t know what to say except * hugs *
3888,e9b733e4d3,i ` m praying. ummmph. i still can ` t believe it.
3889,25d3a67099,yay!
3890,1e32b7806f,good
3891,e9f9565ec3,died at once.
3892,844c3344c5,"sweetie, if you refuse to offend, who will? we expect it - - nay, we count on it."
3893,dc211ab61f,fantastic so
3894,facd3fec8b,"hurray!'summer - time'starts today, meaning i only have to work until 4 pm, instead of 4. 30. until august! yay!"
3895,32aa43f89f,thanks man. i really appreciate
3896,10723ad0d7,i don ` t like it..
3897,4b329a0f0f,trying to sell my gm stock
3898,3db7c2c604,sorry..
3899,fda3d9467e,"yeah man, been a while since i heard you spittin `."
3900,0078d9ed94,"monday is here, one more day"
3901,d80cd3671a,gl and say hi for me!
3902,ebc1f6727e,! the girls must love
3903,13611b97ae,hate when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad
3904,eef641b862,just makes me want to cry
3905,0eb64b8a62,: i will press that ignore button
3906,62840e7aa9,just got back from the doctor... i don ` t need surgery yayyy!!!!!! but my knees are still * * * * not gonna get better
3907,1a83e51de1,fully understands why these cats have cabin fever! holy * * * *.. i really wanna be outside!!
3908,ff1462ff46,mourning venus ` third round loss....
3909,cd829a293c,no code i think coined the phrase hottie switchfoot guy for tim hsg for short ~ wendy ~
3910,aae9bbceab,beautiful.
3911,bfe2aef006,dont miss me too much tweetbe
3912,b7a83b2609,actually i could do with going to weight watchers
3913,0fe0464b08,let me google that for you http : / / lmgtfy. com /
3914,f54b97937a,aww lovely! hope you had a great
3915,0abda8c9fe,booored.
3916,3d17c4811f,sorry
3917,1613776beb,is feeling good.. kinda tired.. miss him... can ` t wait for grad this weekend!!
3918,9fa26acb0f,i ` ve already been cleaning for over an hour!!! so much more http : / / twitpic. com / 67gzx
3919,ae6b58f5a4,_ erincharde yea as an afterthought
3920,ea816f7a95,thanks
3921,534894deb9,besides feeling sick... some things have made me feel particularly happy
3922,4bfc600740,hey u know the sub on digg i said i needed help on soon? well it ` s up now n wud love it if u could digg it pls kaushik
3923,bc18f58d97,sick
3924,f602093f0f,good
3925,ef6552e483,i found a link on wwe. com http : / / www. wwe. com / inside / industrynews / kennedyreleased stinks!
3926,e595755787,i don ` t feel good
3927,2489e8afd3,i might give it another go.
3928,ae1596d928,.
3929,a1015c728a,i work til 10 : 15...
3930,7b3779a808,my head is hurting
3931,7fa4e3d867,good luck
3932,8b92373be1,"my twitter was born on 12 feb 09. today, at this point of time, 4 may 09, 3 : 56pm ( gmt + 8 ), i have 805 tweets ( including this one )."
3933,18e7354ffa,done with facebook. off to jamlegend
3934,428fd23d7f,miss
3935,eedc5ecfd4,"happier,"
3936,4659fa6f4d,"wow, emc ` s new site is - different"
3937,468b447bba,love
3938,831fdce350,super hungry... dominos or martabak... both tempting and fattening
3939,62cadd8452,going to have bfast now
3940,b8c5684a6d,"no! strange, each time we return i feel like i have come home and yet i have no spanish blood that i know of...."
3941,833268a50f,need to get a hand
3942,8c1e6ce263,finished breaking dawn last night. i managed to finish those 800 pages in 3 days. it was so good! i ` m sad that i ` m done w / twilight saga
3943,df49980ffb,is off today and gonna go shopping!! t - minus 22 days til cuuuba!!
3944,ae09e9a0a2,morning football today! thinking of learning some applescript
3945,cc6e242e88,welcome! i love
3946,a44a7ec4ff,still not done. i need to prioritize better.
3947,27d5b9785b,it ` s the rotten law
3948,6417d4f073,don ` t make me smite you! and yeah yeah it really does. no cuties for me
3949,e8935fb37d,"& kelly share the same last name, wouldnt that be sweet if we were"
3950,26e6069bcd,watching the seeker
3951,152ad92b46,just got to la miss hawaii already! dang
3952,b4a1194ebd,* * * *. i ` m gonna slap you in public.
3953,54f14720f2,i can ` t feel
3954,c7aa444de6,love you so much.
3955,3301f3ea67,i missed the sun as was too busy gettin hot and bothered in the shops will have to make up for it at the weekend! x
3956,170b181fd5,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am
3957,0d671185f5,goodmorning yall!
3958,db1eddbe0b,money in the world could never make me as happy
3959,21651819b4,no deal i want it as well as my netbook and iphone please
3960,ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs.. had graduation practice today..
3961,b06ec44a08,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..
3962,8d1ab2e696,goodnight world.... goodnight eddplant.
3963,60aafdba55,not good
3964,c9d53a9127,finally got all 7 overdue books out of the little room and into my now overstuffed back pack!
3965,dfcccb13ba,happy moms day
3966,21229d4e1b,##aaoouoouoouu that u.. turn out.
3967,ba95446fac,it ` s been doing it for two days. we have a comcast technician scheduled for tomorrow morning.
3968,9c3230d367,( raises hand ) oh! oh! me too! # caffeine
3969,2b8f8b26cf,playing with image
3970,54c6bd2f01,goodnight.. more like morn
3971,5759558ce2,* * * *
3972,45e6e6e9a9,we are winners!!
3973,2144088a6d,today was busy.. geez. getting ready then graduation
3974,55f9d3b9cb,that ` s how it is supposed to be and sometimes we get too busy to recognize that but always family after god
3975,10412b6712,i heard it is not illegal unless you are caught
3976,2225e0fa43,i ` m so sad.
3977,a2f7603736,getting ready for work.
3978,17f4b1d5d9,if you were down the road from me you can bet i would be right there # mmot
3979,bfcd1a6fd4,still no date for bon iver next week
3980,56d87a6494,speaking to my new tweeples.... getting acquainted with them... if you ` ve never spoke to me.. do so now
3981,0c76360da8,stupid
3982,ea4339c9ee,fun
3983,bd85c138d5,"yaaaaaaay, bday!"
3984,fe9add80f6,* * * * i hate when the strawberries run out in my special
3985,df13e0df02,great
3986,8c65580698,never answer me back
3987,8489166688,great
3988,266f2b4251,xbox broke hope you enjoy playing 1 vs. 100. i was... looking forward to that.
3989,04898b63de,boring
3990,c7f2f78593,you can save it for next time!!? http : / / blip. fm / ~ 5z2sv
3991,d5bede7874,sad
3992,c028f1fd80,enjoy
3993,f2a4deffe9,tweet later! byee
3994,25f052b8a7,wants the tickets for the concert
3995,5ab16f3164,reading through today ` s paper along with some watered down coffee compliments of my ` rents...
3996,a42cc50619,"hummmmm..... ohh i miss you so much!!! really, but i hope you have a nice friends, like us : ]"
3997,ed50142b2e,"oh yeah, i ` m the poorest person of all. but i shouldnt joke about that, poor other people"
3998,70a0bcd877,i ` m sad i
3999,b2a8d75ab9,awwwwwww holly
4000,3454a7bc61,special happy
4001,e96b7ece65,failed
4002,3d309d0f6c,just watching hollyoaks omg
4003,c62590abcd,"shiv, his place, slowly i hope"
4004,4e12593253,wonderful breakfast!
4005,5c3831e16a,i ` m hurt
4006,43898baa09,"sleep? i need to go to my mums but by the time i get there, clara will be in bed"
4007,957b47f07c,sorry
4008,e2f90b07df,says np - because of you - - ne - yo ( music ) http : / / plurk. com / p / svm3r
4009,d7da93248c,so slow!
4010,fc0bf9b8e3,so nice
4011,a9f8ba080b,it was t4 i think hannah * * * *
4012,5a97187c73,"been working on a framework for web based # sl application. have product registration, server, login, site, security, & comms all done"
4013,451d4789cf,happy
4014,df8d4f969a,thinking about opening macmaze sources as i don ` t have time to work on it anymore
4015,80771b83eb,get the twilightguy on your show
4016,720e3fffc1,i dont have one here - dunno if my mom ever had one or not -
4017,1ded141930,##la is not feeling well.
4018,457b6dcd92,"don ` t seem so tough,"
4019,78a3dec169,not feelin 2day
4020,fc65bcadd4,< 33 david ` s awsome!!
4021,58a123f4c0,"how bout what your doing now, or what you gonna do today lol"
4022,6ee881ba67,i went to the world education fair today. it was a whole different kind of circus.
4023,a3b20c9c86,"my, youi ¿ ½re brave"
4024,e46c6de79e,good to hear
4025,9afcd8fb3f,fan
4026,c262136842,a group of people naked woooh
4027,57a498a841,"yahyan : iaaaaaaaaaaaaan, i was just joking"
4028,524d024523,love love
4029,bddfc3ed86,i woke up and my hiccups came back!
4030,d46c824953,unfortunately i didn ` t get the chance to see her.
4031,5cbf38040c,having a great time
4032,a9d6916903,sick
4033,1a760553fc,i have perused the # fieldnotes website and it is good. too bad i must return to work
4034,8e0d01bd84,did you find them? tell us how they turn out won ` t you! we ` re making blueberry pancakes this morning
4035,505b9964bd,forgot to charge my cell last night and now it ` s dead
4036,aa8d20ba00,well one is a muscle relaxant and the other is an narcotic if your still not getting help i dunno what to say moist heat?!
4037,243fbb5ffd,love
4038,1186db9526,sucks.
4039,7a59c602a8,"having indian food in the middle of wales, very very typical, huh?"
4040,5893e2e4fe,shut up fool...
4041,a2bc3f79a8,have a nice sunday
4042,e9f4bb31d6,m just tired..
4043,eff3042c00,is watching 1000 places to see before you die
4044,d5ab1ab06f,congrats
4045,f9f99c41a6,i ` m really bored.
4046,1186ca4490,i heard an icecream truck and took of like a shot but i couldn ` t catch it.
4047,b7ba642946,im liking escape the fate alot tonight. excited for estk nemonemesis
4048,5b8c529f3c,!!
4049,35303d9d63,tom are the mito tour dvd ` s still being made cos no where seem to be stealing them and i really want a copy
4050,cfdbb7f29e,absolutely amazing adoreiii
4051,b718f8e1ec,"ugh, i don"
4052,c180d0029c,hey why thankyou. how ` s u? x
4053,54fa87a1cf,cute!
4054,252eed6804,happy birthday justin! have a lof of fun!!! god bless
4055,21ab47d9da,fun
4056,105ad069f4,fun fun
4057,d45a742775,_ wx it looks like it did in ohio after a tornado hit.
4058,5552d4fffb,oh how the ladies will suffer now lol
4059,14d71b9665,i like
4060,545a09f784,yes i think it ` s safe to say
4061,e82799ecf7,"been there done that with the laundry! you know it sucks, but it is so nice to of them to do it... just say thanks."
4062,2864d46c13,happy mothers dayyy
4063,49cd042b83,ii ¿ ½m really desappointed...
4064,955f1f1144,i loooooove bank holidays
4065,3bee0fb22e,pic as promised http : / / twitpic. com / 4wqy4
4066,7fa1a410db,- welcome to minnesoooooooota. free up some time this trip to catch up! won ` t be at cliquot club though ; they closed
4067,24d0241a1e,watching videos on youtube with the bf. thinking about going to bed soon.
4068,f231b83aca,if i had a car
4069,ad909cfc04,fun
4070,bd085c659b,g ` night!
4071,d45ebf1828,sad carrie can ` t come
4072,3362948b75,i ` m so sad
4073,e0d6ad07fc,regret
4074,05b80fc507,just got a wii
4075,7ee04efd76,dang its straight up dead here!
4076,959cf83062,she ` s doing good!
4077,e4b5a34697,aww - that ` s my last one. roo - oop
4078,699ccfe91f,trying to finish my * * * * - ignment. please god help me to finish it
4079,36265d722a,no plans tonight?.............
4080,3f818cc647,"dear god please let me wake up before 11 : 45 am tomorrow lol got plans tonight was lets pick on hero night. grow up, get a job, etc. lolz"
4081,25e1b56bb2,tired of being sick
4082,fc32a579fa,"_ carter gotta make the video public, dear. lol... can ` t see it."
4083,3c9575fac1,ur there when i ` m not lol
4084,3d35abc1b3,i hate the biat
4085,058eba7f7e,http : / / twitpic. com / 4jcjj - boagsie actually is still this small lol - him at 4 years old
4086,fad6bcce7a,beautiful
4087,0766c46c10,drew ` s new songs make me cry. i miss thomas already!
4088,37da7f15ca,* * * *
4089,81e709f406,just pre - ordered your new album ` off the deep end `. been listening to ` permanent heart ` on repeat since.
4090,95ce0e14ce,.
4091,e75c46aa82,"instead of telling god how big my problems are, i like telling my problems how big god is! http : / / bit. ly / 5ofzj"
4092,caebf5ece6,i want to party down!
4093,78622d91a3,"hahahaha! i didn ` t know it said that, sheeeeittt! i don ` t get why i can ` t have a picture... bwaaaahhh"
4094,39ed8eb08a,".... ok, soooooooooo i did that!! i ` ve got u in the palm of my hand"
4095,25586c623d,beer from japan. google it
4096,158505d1a0,"calling all mothers, calling all mothers... get your butts to bed - the kids ` ll be here tomorrow"
4097,5bb92f07ba,thnx for asking
4098,6ecf903cd8,thanku cooking is simple but the law is - u hve to have fun
4099,f314c3640b,another night of not sleeping
4100,358258ce52,walls of jericho please come to worcester asap! candace pleeaassee! why did flee the seen call it quits? whyyy?
4101,d9c047c4de,day
4102,c245cc91cb,im seeing yous tonight best present everr!!! < 333333333
4103,e39f5de674,"ohi i would marry travis pastrana in a second... hes not that attractive, hes just the sweetest thing and what he does is attractive ; ) ha"
4104,d552770b7b,wish i was in chicago.
4105,04ab112629,yum... wish we could be there today. i have a cold and don ` t want to infect others... so we will miss our friday session.
4106,0130d44e14,i ` m so exited!
4107,42265e33ee,happy star wars day! may the 4th be with you
4108,fc9b461812,"good plan, peg - - plus i like the sound of'money"
4109,f9da489452,i also believe in some things are meant to happen.
4110,6feda37577,just got home but about to leave again
4111,bf576a9556,ouch.
4112,f8a81a3662,iprocrastinate : this is by far my # 1 character flaw. gotta session at 11 and i don ` t want to emerge from my covers.
4113,4d7b7228b4,hahaha that made me laugh
4114,740ed2a932,happy
4115,9dd5375c80,my music http : / / www. myspace. com / janedurkin
4116,7acea31723,love it
4117,59127ec9db,"honestly,"
4118,ff18e21987,i ` ll try.. blah! thanks what are u up to today?
4119,04e23ea0d7,is watching d. o. a
4120,2abfdd61fe,( sigh ) guess we ` re not gonna meet up today.
4121,5975106da4,"baq to sleep i go no the headach starts, if its not 1 its da other"
4122,2b4223134d,simply isn ` t dying
4123,f0c5be2158,i dont want to be ugly anymore
4124,4591bce14e,goodnight
4125,07be3be42a,glad
4126,2831a7717b,gonna be fun with friends
4127,52a34843de,"zeb has napped for 6 hours already today, and is asleep again... he must be growing fast"
4128,33db8973d5,even if it pains me to say it
4129,12d175005c,snl after party
4130,8cc91d8ae7,not sure i can make it
4131,83388c9647,afraid
4132,4d4a420358,madaya ka christian. bleh!!! i hate u
4133,fae991f007,love
4134,3f22a6213f,* * * * night. want john where is he?
4135,992acf90e5,happy
4136,ca66c3653e,bout 2 miss mah lakers play 2day... this orange box is * * * * up the rotation!.. mah real la fam.. keep me posted!.. i love haters 2!!
4137,15c9e14862,was really good
4138,08005e1d8a,hurt!
4139,79f222fd55,agh i really need to go with you what
4140,49d805b2bf,i ` m sad
4141,7dfa05c70a,is thinking wow i survived freshman year... mission accomplished... now sophomore
4142,fa39631289,if my phone dies i will die too!
4143,4da2c62c50,miss
